news_id,sen_id,subject,subject1,subject2,predicate,object,object1,object2,speaker,remark,text,date,company,url
4,4_2,임대차법,,,위배하다,사회적시장경제질서,헌법의 기본원리,,,,아울러 '임대차 3법'으로 인해 각지에서 임대인과 임차인 간의 분쟁이 빈발함으로써 사회적 유대감·연대를 훼손하게 돼 헌법의 기본원리인 '사회적 시장경제질서'에도 정면으로 위배된다는 결론이다.,2020.10.24,데일리안,
4,4_2,임대차법,,,빈발하다,분쟁,임대인과 임차인간,,,,,2020.10.24,데일리안,
4,4_2,임대차법,,,훼손하다,사회적 유대감,,,,,,2020.10.24,데일리안,
4,4_2,임대차법,,,훼손하다,사회적 연대,,,,,,2020.10.24,데일리안,
4,4_3,국민,,,심각하다,전세난,,,,,앞서 집권여당인 더불어민주당 의원이 의뢰한 설문조사에서도 국민들이 '임대차 3법'으로 인한 전세대란을 심각하게 여긴다는 결과가 나오기도 했다.,2020.10.24,데일리안,
4,4_3,전세난,,,인하다,임대차법,,,,,,2020.10.24,데일리안,
4,4_3,더불어민주당,,,의뢰하다,설문조사,,,,,,2020.10.24,데일리안,
5,5_1,전셋값,,,뛰다,몇몇 지역,,,,,이른바 '임대차 3법'이라고 불리는 주택임대차보호법이 시행된 지 채 세 달도 되지 않아 몇몇 지역을 중심으로 전셋값이 크게 뛰고 있다.,2020.10.25,데일리안,
5,5_1,임대차법,,,시행되다,세 달,,,,,,2020.10.25,데일리안,
5,5_2,인기지역,,,많다,수요,,,,,"업계 관계자는 ""생활편의시설 및 교통여건 등 인프라가 풍부하게 갖춰진 인기지역은 규제가 적용되도 '옥석가리기'에 나선 사람들로 인해 늘 수요가 많다""며 임대차 3법 영향으로 전세가율이 두드러지게 상승한 서울, 경기, 대전 등의 지역들 역시 이처럼 '우수지역'이라는 인식을 바탕으로 주목받고 있는 상황이다라고 말했다.",2020.10.25,데일리안,
5,5_2,생활편의시설,,,갖춰지다,인기지역,,,,,,2020.10.25,데일리안,
5,5_2,교통여건,,,갖춰지다,인기지역,,,,,,2020.10.25,데일리안,
5,5_2,전세가율 상승지역,,,주목받다,서울,,,,,,2020.10.25,데일리안,
5,5_2,전세가율 상승지역,,,주목받다,경기,,,,,,2020.10.25,데일리안,
5,5_2,전세가율 상승지역,,,주목받다,인천,,,,,,2020.10.25,데일리안,
5,5_2,우수지역,,,바탕하다,전셋값 상승,,,,,,2020.10.25,데일리안,
5,5_3,신규분양 관심,,,높아지다,우수지역,,,,,"서울과 경기, 대전 지역에서 전셋값이 지속적으로 상승하면서 아파트 갈아타기 부담이 낮아지며, 이들 지역의 신규 분양에 대한 관심이 높아지고 있다.",2020.10.25,데일리안,
5,5_3,부담,,,낮아지다,아파트 갈아타기,,,,,,2020.10.25,데일리안,
5,5_3,전셋값,,,상승하다,서울,,,,,,2020.10.25,데일리안,
5,5_3,전셋값,,,상승하다,경기,,,,,,2020.10.25,데일리안,
5,5_3,전셋값,,,상승하다,대전,,,,,,2020.10.25,데일리안,
6,6_1,금리,,,내려가다,역대최저치,,,홍기원 더불어민주당 의원,,"홍기원 더불어민주당 의원은 ""현재 금리가 역대 최저치로 내려갔고 시중에 돈은 넘쳐 흘려 부동산 가격이 올라갈 최적의 상황이 됐다""며 ""결국 부동산 매매를 통한 수익을 낮출 수밖에 없고, 그런 측면에서 보유세 등을 강화한 2018년 9·13 대책이 시장가격 상승을 억제하는 효과가 있었다""고 말했다.",2020.10.23,서울경제,
6,6_1,돈,,,넘쳐흐르다,시중,,,홍기원 더불어민주당 의원,,,2020.10.23,서울경제,
6,6_1,최적의상황,,,되다,부동산가격 상승,,,홍기원 더불어민주당 의원,,,2020.10.23,서울경제,
6,6_1,정부,,,낮출수밖에없다,부동산매매 수익,,,홍기원 더불어민주당 의원,,,2020.10.23,서울경제,
6,6_1,913대책,,,효과 있다,상승 억제,시장가격,,홍기원 더불어민주당 의원,,,2020.10.23,서울경제,
6,6_1,913대책,,,강화하다,보유세,,,홍기원 더불어민주당 의원,,,2020.10.23,서울경제,
6,6_2,전세시장 불안,,,예상되다,임대차법 통과,,,홍기원 더불어민주당 의원,,"홍 의원은 전세시장 불안에 대해서도 ""임대차 3법 통과로 예상된 상황""이라며 ""임대시장이 안정화될 때까지 어느 정도 시간이 필요하다""고 덧붙였다.",2020.10.23,서울경제,
6,6_2,시간,,,필요하다,임대시장 안정,,,홍기원 더불어민주당 의원,,,2020.10.23,서울경제,
6,6_3,913대책,,,주다,긍정적 영향,시장에,,김현미 장관,,"이에 대해 김 장관은 ""부동산 종합대책 중에서 9·13 대책이 시장에 긍정적인 영향을 줬다고 평가하고 있다""며 ""9·13 대책 이후 작년 초까지 시장이 안정됐으나 이후 금리가 인하되면서 시장이 상승 전환된 측면이 있다""고 말했다.",2020.10.23,서울경제,
6,6_3,시장,,,안정되다,913대책 이후,,,김현미 장관,,,2020.10.23,서울경제,
6,6_3,금리인하,,,전환하다,상승 시장,,,김현미 장관,,,2020.10.23,서울경제,
7,7_1,계약자,,,매매하다,전세 낀 집,,,,,전세 낀 집을 매매할 때 기존 세입자가 계약갱신청구권을 행사했는지 여부를 기재하게 하는 내용의 임대차계약서 개정안이 나왔습니다.,2020.10.23,SBS,
7,7_1,기존세입자,전세 낀 집,,기재하다,계약갱신청구권 행사 여부,임대차계약서,,,,,2020.10.23,SBS,
7,7_1,임대차계약서,,,나오다,개정안,,,,,,2020.10.23,SBS,
7,7_2,임대차계약서 개정안,,,쓰도록하다,현재 임대차기간,,,,,또 현재 임대차 기간과 계약갱신 시 임대차 기간은 언제인지도 쓰도록 했습니다.,2020.10.23,SBS,
7,7_2,임대차계약서 개정안,,,쓰도록하다,갱신임대차기간,,,,,,2020.10.23,SBS,
7,7_3,공인중개사,,,기재해야하다,계약갱신청구권 행사 여부,,,,,이렇게 되면 공인중개사는 집 매매 계약을 중개할 때 기존 세입자로부터 계약갱신청구권 행사와 관련한 명확한 의사를 확인하고 계약서에 기재해야 하게 됩니다.,2020.10.23,SBS,
7,7_3,공인중개사,,,중개하다,매매계약,,,,,,2020.10.23,SBS,
8,8_1,세액공제 확대,월세,,경감하다,세입자 부담,,,김현미 장관,,김현미 국토교통부 장관은 내년 6월 임대차 신고제가 정착하면 월세 세액공제 등 세입자 부담 경감방안이 합리적으로 이뤄질 수 있을 것이라고 밝혔다.,2020.10.23,뉴스1,
8,8_1,임대차신고제,,,경감하다,세입자 부담,,,,,,2020.10.23,뉴스1,
8,8_1,임대차신고제,,,정착하다,내년 6월,,,김현미 장관,,,2020.10.23,뉴스1,
8,8_2,기준시가,,,높이다,세액공제 가능 주택,,,박상혁 더불어민주당 의원,,"이날 박 의원은 ""세액공제가 가능한 주택의 기준시가는 높이고 세액공제 한도도 확대해줄 필요가 있다""면서 ""전세난 해결을 위해 월세 임차인에 대한 혜택을 늘려 월세에서 전세로 옮겨가는 수요를 차단해야 할 필요가 있다""고 강조했다.",2020.10.23,뉴스1,
8,8_2,세액공제,,,확대하다,한도,,,박상혁 더불어민주당 의원,,,2020.10.23,뉴스1,
8,8_2,혜택,,,늘리다,임차인,,,박상혁 더불어민주당 의원,,,2020.10.23,뉴스1,
8,8_2,임차인 혜택,,,차단하다,전세 수요,,,박상혁 더불어민주당 의원,,,2020.10.23,뉴스1,
8,8_3,김현미 장관,,,마련하다,세액공제 확대,,,김현미 장관,,"이에 대해 김 장관은 ""세액공제라든가 세입자 부담을 덜어 줄 수 있는 것에 대해 재정당국과 함께 협의해서 마련하겠다""며 ""이를 위해선 임대차 시장 전체의 데이터가 확보돼야 하는데 임대차 신고제 정착으로 이를 실현할 수 있다""고 말했다.",2020.10.23,뉴스1,
8,8_3,세액공제 확대,,,경감하다,세입자 부담,,,김현미 장관,,,2020.10.23,뉴스1,
8,8_3,김현미 장관,,,협의하다,재정당국,,,김현미 장관,,,2020.10.23,뉴스1,
8,8_3,임대차신고제,,,확보하다,임대차시장 데이터,전체,,김현미 장관,,,2020.10.23,뉴스1,
8,8_3,임대차신고제,,,실현하다,데이터 확보,,,김현미 장관,,,2020.10.23,뉴스1,
9,9_1,비판,,,제기되다,임대차법 위헌,,,,,정부·여당이 지난 7월 30일 단독으로 처리한 임대차 3법이 각종 부작용을 야기하는 가운데 위헌이라는 비판이 제기됐다.,2020.10.23,세계일보,
9,9_1,정부여당,,,단독 처리하다,임대차법,,,,,,2020.10.23,세계일보,
9,9_2,임대차법,,,우려하다,재산권 침해,,,,,보고서는 계약갱신청구권과 전월세상한제는 임대인과 임차인 간의 계약의 자유를 심각하게 침해하여 경제적 기본권인 재산권에 대한 침해가 우려되며 임대차3법이 야기하고 있는 임대인과 임차인 간의 분쟁은 사회적 유대감·연대를 크게 해치게 되어 헌법의 기본원리인 '사회적 시장경제질서'원리를 정명으로 위배하는 것이라고 결론지었다.,2020.10.23,세계일보,
9,9_2,재산권,,,권리다,경제적 기본권,,,,,,2020.10.23,세계일보,
9,9_2,계약갱신청구권,,,침해하다,계약의 자유,임대인과 임차인 간,,,,,2020.10.23,세계일보,
9,9_2,전월세상한제,,,침해하다,계약의 자유,임대인과 임차인 간,,,,,2020.10.23,세계일보,
9,9_2,임대차법,,,야기하다,분쟁,임대인과 임차인 간,,,,,2020.10.23,세계일보,
9,9_2,임대차법,,,해치다,사회적 유대감,,,,,,2020.10.23,세계일보,
9,9_2,임대차법,,,해치다,연대,,,,,,2020.10.23,세계일보,
9,9_2,임대차법,,,위배하다,사회적 시장경제질서,,,,,,2020.10.23,세계일보,
9,9_3,부작용,임대차법,,소급적용되다,국민들 신음,,,김은혜 의원,,"김은혜 의원은 ""축조심사도 거치지 않고 소급적용된 임대차3법의 부작용으로 온 국민들이 신음하고 있다""며 ""헌법에 배치되는 조치로 인한 피해는 온전히 국민들에 전가된다""고 주장했다.",2020.10.23,세계일보,
9,9_3,임대차법,,,거치지 않다,축조심사,,,김은혜 의원,,,2020.10.23,세계일보,
9,9_3,피해,,,전가되다,국민,,,김은혜 의원,,,2020.10.23,세계일보,
9,9_3,조치,,,배치되다,헌법,,,김은혜 의원,,,2020.10.23,세계일보,
10,10_1,신동아 아파트 210㎡,용산구 서빙고동,,맺다,임대차 계약,,,,,"서울 용산구 서빙고동 신동아아파트 210㎡가 이달 17일 보증금 1억원, 월세 380만원에 임대차 계약을 맺었다.",2020.10.25,헤럴드경제,
10,10_1,임대차 계약,,,맺다,"보증금 1억원, 월세 380만원",,,,,,2020.10.25,헤럴드경제,
10,10_2,전셋값,,,오르다,1~2억,,,,,"사실상 전셋값이 1~2억원씩 오르는 상황에서, 새로 맺는 계약의 경우 가격 상승분의 월세 전환은 '시세'에 맞춰 결정된다는 것이다.",2020.10.25,헤럴드경제,
10,10_2,가격 상승분,월세 전환,,결정되다,시세,,,,,,2020.10.25,헤럴드경제,
10,10_3,차이,전세보증금,,좁혀지다,직전 전세계약금,,,,,"실제 종전 전월세전환율 권고비율인 4.0%로 계산하면 신동아아파트 210㎡의 보증금 1억원, 월세 380만원의 전세보증금은 12억4000만원으로 직전 전세계약금과 차이가 좁혀진다.",2020.10.25,헤럴드경제,
10,10_3,전월세전환율,4%,,계산하다,전세보증금,12억 4천만원,,,,,2020.10.25,헤럴드경제,
11,11_1,금융자산,,,반환할수있다,임대보증금,세입자,,,,임대를 준 집주인 중 절반 이상은 금융자산 처분만으로 세입자의 임대보증금을 반환할 수 있는 것으로 나타났다.,2020.10.23,뉴스1,
11,11_1,집주인,,,처분하다,금융자산,,,,,,2020.10.23,뉴스1,
11,11_2,금융자산,,,더 많다,임대보증금,,,김상훈 국민의힘 의원,,23일 김상훈 국민의힘 의원이 통계청의 2019년 가계금융복지조사 자료를 분석한 결과 2019년 현재 임대보증금 부채가 있는 약 326만8000여가구 중 현재 보유한 금융자산이 세입자의 임대보증금보다 더 많은 가구는 193만7000여가구로 59.3%를 차지했다.,2020.10.23,뉴스1,
11,11_2,김상훈 국민의힘 의원,,,분석하다,가계금융복지조사,,,,,,2020.10.23,뉴스1,
11,11_3,10가구 중 6가구,,,돌려줄 수 있다,임대보증금,,,,,"단순 계산으론 임대가구 10가구 중 6가구는 현금, 저축, 펀드, 주식, 임차금 등 단기간에 현금화할 수 있는 자산을 처분해 세입자에게 임대보증금을 돌려줄 수 있다.",2020.10.23,뉴스1,
11,11_3,임대가구,,,보유하다,현금,,,,,,2020.10.23,뉴스1,
11,11_3,임대가구,,,보유하다,저축,,,,,,2020.10.23,뉴스1,
11,11_3,임대가구,,,보유하다,펀드,,,,,,2020.10.23,뉴스1,
11,11_3,임대가구,,,보유하다,주식,,,,,,2020.10.23,뉴스1,
11,11_3,임대가구,,,보유하다,임차금,,,,,,2020.10.23,뉴스1,
11,11_3,임대가구,,,할수있다,현금화,,,,,,2020.10.23,뉴스1,
12,12_1,여론조사,,,인식하다,전세난 심각,,,,,"정부가 수도권 전세난이 안정을 보인다고 주장하고 있지만 여당 의원이 시민을 대상으로 진행한 여론조사에서조차 응답자 중 3분의 2가 ""전세난이 심각하다""고 인식하는 것으로 드러났다.",2020.10.22,매일경제,
12,12_1,정부,,,주장하다,전세난 안정,,,,,,2020.10.22,매일경제,
12,12_1,여당의원,,,진행하다,여론조사,,,,,,2020.10.22,매일경제,
12,12_2,양향자 더불어민주당 의원,,,묻다,전세난 대책,,,,,"홍 부총리는 양향자 더불어민주당 의원이 '전세난 해결을 위한 실효성 있는 대책을 준비하고 있느냐'고 묻자 ""정부가 지금까지 발표한 정책을 착실하고 일관성 있게 추진하는 게 가장 중요할 것""이라고 말했다.",2020.10.22,매일경제,
12,12_2,추진,일관성,,중요하다,발표한 정책,,,홍남기 경제부총리,,,2020.10.22,매일경제,
12,12_3,대책,,,완화하다,전세시장 불안정성,,,홍남기 경제부총리,,"이어 그는 ""정부로서는 무조건 추가 대책을 만들어내는 게 아니고 지금의 전세시장 불안정성을 완화할 수 있는, 정부가 할 수 있는 또 다른 가능성이 있는지, 대책의 여지가 있는지 모색해보고 있다""면서도 일단 주력해야 하는 것은 발표한 정책을 흔들림 없이 추진하는 것이라고 강조했다.",2020.10.22,매일경제,
12,12_3,정부,,,모색하다,대책,,,홍남기 경제부총리,,,2020.10.22,매일경제,
12,12_3,정부,,,만들지않다,추가대책,,,홍남기 경제부총리,,,2020.10.22,매일경제,
12,12_3,추진,,,중요하다,발표한 정책,,,홍남기 경제부총리,,,2020.10.22,매일경제,
13,13_1,전셋값,,,급등하다,모든 지역,,,,,전셋값이 지역을 가리지 않고 급등하는 가운데 내년 이후 더욱 불안한 양상을 보일 수 있다는 전망이 고개를 들고 있다.,2020.10.23,한국경제,
13,13_1,전망,,,고개를 들다,악화,,,,,,2020.10.23,한국경제,
13,13_1,전셋값,,,불안하다,내년 이후,,,,,,2020.10.23,한국경제,
13,13_2,임대차계약,새아파트,,맺어지다,낮은가격,,,,,통상 새 아파트가 입주할 땐 집주인들이 경쟁적으로 세입자를 구하기 때문에 정상 임대시세보다 낮은 가격에 임대차계약이 맺어진다.,2020.10.23,한국경제,
13,13_2,집주인,새아파트,,경쟁하다,세입자 구하기,,,,,,2020.10.23,한국경제,
13,13_3,계약갱신청구권,,,적용하다,소급,,,,,그러나 계약갱신청구권과 전월세상한제가 경과조치 없이 소급 적용되면서 싸게 세입자를 들였던 집주인들은 보증금을 4년 동안 동결해야 할 처지에 놓였다.,2020.10.23,한국경제,
13,13_3,전월세상한제,,,적용하다,소급,,,,,,2020.10.23,한국경제,
13,13_3,집주인,,,동결해야하다,보증금,,,,,,2020.10.23,한국경제,
13,13_3,보증금,,,동결되다,4년,,,,,,2020.10.23,한국경제,
13,13_3,집주인,,,싸게 들이다,세입자,,,,,,2020.10.23,한국경제,
14,14_1,야당,,,지렛대 삼다,홍남기 전세 난민,,,,,야당이 22일 홍남기 경제부총리 겸 기획재정부 장관의 '전세 난민' 처지를 지렛대 삼아 정부의 부동산 정책 비판을 이어갔다.,2020.10.22,디지털타임스,
14,14_1,야당,,,비판하다,부동산정책,,,,,,2020.10.22,디지털타임스,
14,14_2,세입자,,,혜택 받다,임대차법,,,홍남기 경제부총리,,"홍 부총리는 "" 잘 마무리되고 있지만 개인 생활에 관한 것이라 더 답변하지는 않겠다""며 ""임대차 3법으로 대다수 전세를 사는 분들이 혜택을 받았다고 생각하며 새로 구하시는 분들은 어려움이 있다는 것도 알고 있다""고 답했다.",2020.10.22,디지털타임스,
14,14_2,홍남기 경제부총리,,,답변하지 않다,개인생활,,,홍남기 경제부총리,,,2020.10.22,디지털타임스,
14,14_3,전세시장,,,조정하려하다,보이는 손,,,김태흠 국민의힘 의원,,"김 의원은 ""애덤 스미스가 말한 '보이지 않는 손'으로 작동하던 전세 시장을 '보이는 손'으로 조정하려다 평지풍파가 난 것""이라며 ""종부세도 1주택자는 완화해야 하지만 홍 부총리는 부담하는 국민이 1%로 소수에 불과하다며 계속 개선의 뜻을 밝히지 않고 있다""고 설명했다.",2020.10.22,디지털타임스,
14,14_3,전세시장,,,작동하다,보이지 않는 손,,,김태흠 국민의힘 의원,,,2020.10.22,디지털타임스,
14,14_3,조정,,,평지풍파 나다,전세시장,,,김태흠 국민의힘 의원,,,2020.10.22,디지털타임스,
14,14_3,종부세,,,완화해야하다,1주택자,,,김태흠 국민의힘 의원,,,2020.10.22,디지털타임스,
14,14_3,부담하는 국민,,,소수에 불과하다,종부세,,,김태흠 국민의힘 의원,,,2020.10.22,디지털타임스,
15,15_1,국민의 목소리,,,전해지다,국정감사장,,,,,임대차3법으로 인해 피해를 입거나 입을 위기에 있는 국민들의 목소리가 국회 국정감사장에 전해졌다.,2020.10.23,데일리안,
15,15_1,국민,,,피해입다,임대차법,,,,,,2020.10.23,데일리안,
15,15_2,김은혜 의원,,,미리 알려주다,질문,,,,,"김은혜 의원은 김 장관의 답변에 대해 ""바로 답변이 어려울 것 같아서 사전에 충분히 숙고할 수 있도록 미리 알려드렸는데도 허탈한 답변만 돌아왔다""며 ""임대차3법은 위헌 소지가 있다고 판단되는 만큼 이제 법안으로 이 문제를 해결하겠다""고 밝혔다.",2020.10.23,데일리안,
15,15_2,임대차법,,,있다,위헌 소지,,,김은혜 의원,,,2020.10.23,데일리안,
15,15_2,답변,,,돌아오다,허탈,,,김은혜 의원,,,2020.10.23,데일리안,
15,15_2,법안,,,해결하다,문제,,,김은혜 의원,,,2020.10.23,데일리안,
15,15_3,정부,,,탓하다,저금리,,,김은혜 의원,,"김 의원은 이어 전세대란이 임대차3법 등 신규 물량 부족 때문이라는 경고에도 불구하고 정부가 이를 저금리 탓으로 돌리는 것에 대해 ""저금리 기조는 갑자기 생긴 것이 아니며 지금까지 무리 없이 시장이 유지돼 왔다""며 ""저금리든 고금리든 주택가격을 안정시키는 것이 정부의 의무인데, 지난번엔 유동성과잉 이번에는 저금리 탓이라는 정부의 발상은 무책임하다""고 꼬집었다.",2020.10.23,데일리안,
15,15_3,저금리,,,있었다,기존,,,김은혜 의원,,,2020.10.23,데일리안,
15,15_3,시장,,,유지되다,기존,,,김은혜 의원,,,2020.10.23,데일리안,
15,15_3,주택가격 안정,,,의무다,정부,,,김은혜 의원,,,2020.10.23,데일리안,
15,15_3,전세난,,,초래되다,신규물량 부족,,,김은혜 의원,,,2020.10.23,데일리안,
16,16_1,서울 아파트 전셋값,,,폭등하다,1990년 한달에 13.36%,,,,,이 칼럼이 지면에 실린 1990년 2월은 서울 아파트 전세가격이 한 달에 13.36% 상승하며 폭등세를 보였던 시기다.,2020.10.24,동아일보,
16,16_2,계약기간 연장,,,단순하다,방안,,,이창무 한양대 도시공학과 교수,,"이창무 한양대 도시공학과 교수는 ""1990년 임대차 계약기간을 2년으로 늘리는 방안은 제도 자체가 매우 단순해 단기 충격에 그칠 수 있었지만 이번엔 그렇지 않다""며 ""기존의 다른 규제에 갱신권, 상한제 등이 한꺼번에 작동해 현재의 전세가격 상승세는 시작에 불과할 가능성이 높다""고 지적했다.",2020.10.24,동아일보,
16,16_2,단기충격,,,그치다,1990년,,,이창무 한양대 도시공학과 교수,,,2020.10.24,동아일보,
16,16_2,임대차법,,,심각하다,상황,,,이창무 한양대 도시공학과 교수,,,2020.10.24,동아일보,
16,16_2,규제,,,작동하다,동시,,,이창무 한양대 도시공학과 교수,,,2020.10.24,동아일보,
16,16_2,상승세,,,불과하다,시작,,,이창무 한양대 도시공학과 교수,,,2020.10.24,동아일보,
16,16_3,김모씨,,,나와야하다,전셋집,,,,,서울 강남권에 아파트를 보유하고 있으면서 직장 문제 등으로 다른 지역에서 전세를 살고 있던 강모 씨는 최근 전셋집을 나와야 했다.,2020.10.24,동아일보,
16,16_3,김모씨,,,보유하다,강남권 아파트,,,,,,2020.10.24,동아일보,
16,16_3,김모씨,,,살고있다,다른지역 전셋집,,,,,,2020.10.24,동아일보,
17,17_1,지적,,,제기되다,임대차법,,,,,집주인이 실거주를 이유로 세입자의 계약갱신을 거절 한 뒤 주택을 매도해도 임대차법상 세입자를 보호할 수 없어 보완이 필요하다는 지적이 제기됐다.,2020.10.23,머니투데이,
17,17_1,임대차법,,,보호할 수 없다,세입자,,,,,,2020.10.23,머니투데이,
17,17_1,집주인,,,거절하다,계약갱신,,,,,,2020.10.23,머니투데이,
17,17_1,집주인,,,실거주하다,전세집,,,,,,2020.10.23,머니투데이,
17,17_2,집주인,,,배상해야 하다,세입자 손해,,,,,이 같은 사유가 아닌데도 정당한 이유 없이 제3자에게 해당 주택을 임대한 경우는 갱신거절로 인해 세입자가 입은 손해를 배상해야 한다.,2020.10.23,머니투데이,
17,17_2,집주인,,,임대하다,제3자에게 주택,,,,,,2020.10.23,머니투데이,
17,17_2,집주인,,,없다,정당한 사유,,,,,,2020.10.23,머니투데이,
17,17_2,세입자,,,손해입다,갱신 거절,,,,,,2020.10.23,머니투데이,
17,17_3,세입자,,,청구할 수 없다,손해배상비,,,,,"집주인이 ""내가 살겠다""고 하고 세입자를 내보낸 뒤 주택을 매도하는 경우 현행 임대차보호법 상 세입자는 손해비상청구를 할 수 없다.",2020.10.23,머니투데이,
17,17_3,집주인,,,내보내다,세입자,,,,,,2020.10.23,머니투데이,
17,17_3,집주인,,,매도하다,주택,,,,,,2020.10.23,머니투데이,
17,17_3,집주인,,,실거주하다,주택,,,,,,2020.10.23,머니투데이,
18,18_1,임대주택사업자,,,청구하다,헌법소원심판,,,,,민간 임대주택사업자들이 개정된 '민간임대주택에 관한 특별법'과 '주택임대차보호법'에 대해 헌법소원심판을 청구했다.,2020.10.19,파이낸셜뉴스,
18,18_1,헌법소원심판,,,청구되다,민간임대주택에 관한 특별법,,,,,,2020.10.19,파이낸셜뉴스,
18,18_1,헌법소원심판,,,청구되다,주택임대차보호법,,,,,,2020.10.19,파이낸셜뉴스,
18,18_2,이 변호사,,,주장하다,임대차법 개정,,,,,이 변호사는 또 임대차 2법을 개정한 것 역시 명백한 국민 기본권 침해라고 주장했다.,2020.10.19,파이낸셜뉴스,
18,18_2,임대차법,,,침해하다,국민 기본권,,,,,,2020.10.19,파이낸셜뉴스,
18,18_3,임대차법,,,침해하다,국민의 재산권,,,이 변호사,,"이 변호사는 ""임대차보호법 개정으로 계약갱신청구권을 2년 연장한 것과 임대료 증액을 5% 내로 제한한 것은 국민의 재산권과 계약의 자유를 침해했고 사업 자체를 포기하게 한 것""이라고 언급했다.",2020.10.19,파이낸셜뉴스,
18,18_3,임대차법,,,침해하다,계약의 자유,,,,,,2020.10.19,파이낸셜뉴스,
18,18_3,임대차법,,,제한하다,임대료 증액,5%,,,,,2020.10.19,파이낸셜뉴스,
18,18_3,임대차법,,,포기하게 하다,사업,,,,,,2020.10.19,파이낸셜뉴스,
